適用規格,調査名,調査目的,調査対象,ボーリング名,ボーリング総数,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,取得方法コード,読取精度コード,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,孔口標高,総掘進長,柱状図様式,掘進角度,試錐機_名称,試錐機_方法,エンジン_名称,ハンマー落下用具_コード,N値記録用具_コード,ポンプ_名称,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,岩石土区分_岩石土記号,岩石土区分_岩石,色調_下端深度,色調_色調名,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,バージョン変換情報,ボーリング連番,調査期間_開始年月日,掘進方向,地盤勾配,ハンマー落下用具_名称,N値記録用具_名称,櫓種類コード,岩石土区分_岩相,観察記事_上端深度,観察記事_下端深度,観察記事_記事,観察記事枠線_下端深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,試料採取_上端深度,試料採取_下端深度,試料採取_採取方法コード,試料採取_試料番号,試料採取_採取方法
JIS A 0206-2008,加賀トラックスケール地質調査作業,01,01,54363394008,5,136,25,25.24108,36,20,3.28121,09,1,1,5436,43,03,建設省北陸地方建設局金沢工事事務所,1989-02-01,吉田鑿泉株式会社,不明,不明,不明,不明,10.57,15.7,1,0,不明,9,不明,4,9,不明,15.70,軟岩､風化岩,1,S,531211000,15.70,淡青灰,16.00,50,3,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(二ツ梨地区)地質調査作業,01,01,54363394018,12,136,25,32.94015,36,20,4.88166,09,1,1,5436,43,04,建設省北陸地方建設局金沢工事事務所,1989-07-01,株式会社興和,不明,不明,不明,不明,10.65,12.9,1,0,不明,9,不明,2,9,不明,12.90,軟岩､風化岩,1,GF,531100000,12.90,灰,11.90,57,24,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,手取川ダム貯水池堆積土砂調査作業,18,06,54362591006,4,136,38,20.37881,36,14,44.14205,09,1,1,5436,25,91,建設省北陸地方建設局金沢工事事務所,1999-03-01,(株)日本パブリック北陸支社,不明,不明,不明,不明,368.35,2.72,1,0,不明,9,不明,9,9,不明,2.72,砂,1,S,531211000,2.72,灰,2.15,0,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,1.40,2.72,250,,
JIS A 0206-2008,小松バイパス(大長野～千代)地質調査作業,01,01,54364389011,7,136,29,16.71426,36,24,34.85394,09,1,1,5436,43,99,建設省北陸地方建設局金沢工事事務所,1990-12-01,株式会社ホクコク地水,不明,不明,不明,不明,3.57,21,1,0,不明,9,不明,4,9,不明,21.00,礫質土,1,GF,531100000,21.00,緑灰,21.15,50,39,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,2.50,3.50,250,,
JIS A 0206-2008,平成元年度小松バイパス(梯川)地質調査作業,01,05,54364389005,7,136,29,21.11426,36,24,22.55618,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1989-12-01,吉田鑿泉株式会社,不明,不明,不明,不明,4.04,20,1,0,不明,9,不明,4,9,不明,20.00,硬岩,1,HR,999010002,20.00,淡緑灰,20.15,50,4,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松B.P(林町～二ッ梨町)地質調査作業,01,01,54364305003,8,136,26,17.43483,36,20,16.38355,09,1,1,5436,43,05,建設省北陸地方建設局金沢工事事務所,1987-08-01,基礎地盤コンサルタンツ株式会社,不明,不明,不明,不明,9.13,7.3,1,0,不明,9,不明,4,9,不明,7.30,軟岩､風化岩,1,MS,532110020,7.30,黄褐灰,7.15,50,15,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,3.30,3.50,999,,不明
JIS A 0206-2008,加賀地区地質調査その2作業,01,12,54363254002,2,136,18,33.29013,36,17,46.58866,09,1,1,5436,32,54,建設省北陸地方建設局金沢工事事務所,1985-02-01,基礎地盤コンサルタンツ株式会社,不明,不明,不明,不明,10,31.13,1,0,不明,9,不明,9,9,不明,31.13,礫質土,1,GF,531100000,31.13,不明,30.00,50,13,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,20.70,21.10,250,,
JIS A 0206-2008,鶴来B.P(手取川2号橋)ボーリング調査作業,18,21,28-I-14,1177,136,37,56.782,36,26,1.474,02,1,1,5436,55,20,建設省金沢工事事務所調査二課,1977-09-19,不明,不明,不明,不明,不明,102,11,1,0,不明,9,不明,9,9,不明,011.00,軽石質凝灰岩,1,Ptf,531211100,011.00,紫褐色,,,,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1091,1977-09-13,0,0,不明,その他,9,221024300,009.90,011.00,9.9～11.00m短柱～柱状良好\n,011.00,,,011.00,0,0,,,,,
JIS A 0206-2008,鶴来バイパス(手取川橋)ボーリング調査,18,21,28-I-8,1177,136,37,49.972,36,26,7.563,02,1,1,5436,55,20,建設省金沢工事事務所調査二課,1976-07-09,不明,不明,不明,不明,不明,99,10.1,1,0,不明,9,不明,9,9,不明,010.10,軽石質凝灰岩,1,Ptf,,010.10,淡緑灰色,003.15,50,01,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1085,1976-07-06,0,0,不明,その他,9,221024300,004.30,010.10,軽石分を多量に含有し粗砂状の部分がある\n凝灰質泥岩を5～10cm位の薄層で挟在している\n最大コア長25cmコア採取率は93.1%で岩質的に良いことがわかる\n,010.10,50,01,010.10,0,0,,,,,
JIS A 0206-2008,金沢西バイパス土質調査作業,18,21,28-F-43,1177,136,29,13.307,36,26,36.777,02,1,1,5436,53,38,建設省金沢工事事務所調査二課,1977-08-05,不明,不明,不明,不明,不明,8,16.4,1,0,不明,9,不明,9,9,不明,016.40,砂礫,1,GS,531120000,016.40,暗灰色～淡青灰色,016.15,50,25,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1052,1977-08-02,0,0,不明,その他,9,,011.50,016.40,φ20～30m/m主体MAXφ60m/m\nところどころシルト混り\n礫は安山岩質凝灰岩流紋岩で手取層群の砂岩は見当たらない\n16.30～16.45m青灰色シルト混り砂\n,016.40,50,25,016.40,0,0,10.25,10.50,100,6,P
JIS A 0206-2008,金沢西バイパス土質調査作業,18,21,28-F-37,1177,136,29,30.564,36,27,6.804,02,1,1,5436,53,49,建設省金沢工事事務所調査二課,1977-10-11,不明,不明,不明,不明,不明,9,18.23,1,0,不明,9,不明,9,9,不明,018.23,砂礫,1,GS,531120000,018.23,暗色,018.15,50,08,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1046,1977-10-07,0,0,不明,その他,9,,016.00,018.23,礫径MAXφ50m/m\n安山岩流紋岩質の礫多く見られる\n,018.23,50,08,018.23,0,0,,,,,
JIS A 0206-2008,昭和61年度加賀拡幅基盤地盤調査業務委託,01,12,54363256013,4,136,19,55.48161,36,18,4.9885,09,1,1,5436,32,66,建設省北陸地方建設局金沢工事事務所,1987-03-01,株式会社　興和,不明,不明,不明,不明,8.82,13,1,0,不明,9,不明,4,9,不明,13.00,軟岩､風化岩,1,MC,532110040,13.00,暗灰,12.00,50,11,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,9.00,9.50,100,,
JIS A 0206-2008,南郷高架橋土質調査,01,05,54363256007,9,136,19,24.9849,36,17,57.38865,09,1,1,5436,32,55,建設省北陸地方建設局金沢工事事務所,1981-12-01,(株)日本パブリックエンジニアリング,不明,不明,不明,不明,5,27,1,0,不明,9,不明,9,9,不明,27.00,不明,1,M,532110000,27.00,不明,26.00,50,2,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,甚之助谷地質調査業務委託,09,13,54361650013,3,136,45,19.74229,36,7,46.70641,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1988-10-01,応用地質株式会社,不明,不明,不明,不明,1646.38,65,1,0,不明,9,不明,9,9,不明,65.00,中硬岩,1,MR,999010003,65.00,黒,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,甚之助谷地すべり調査作業,09,13,54361650007,3,136,45,31.04099,36,7,51.10644,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1989-11-01,応用地質株式会社,不明,不明,不明,不明,1715.46,70,1,0,不明,9,不明,9,9,不明,70.00,中硬岩,1,MR,999010003,70.00,黒,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス地質調査作業,18,21,29-F-105,1177,136,28,47.046,36,23,38.837,02,1,1,5436,43,78,建設省金沢工事事務所調査二課,1973-03-07,不明,不明,不明,不明,不明,4,22.22,1,0,不明,9,不明,9,9,不明,022.22,凝灰岩,1,Tf,532120020,022.22,緑灰色,022.00,50,22,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1132,1973-03-02,0,0,不明,その他,9,221020300,019.10,022.22,粘土混じり細砂状から中粗砂状となる\n基盤の風化帯である\n,022.22,50,22,022.22,0,0,1.80,2.60,250,2,T
JIS A 0206-2008,甚之助谷地すべり調査作業,09,13,54361650006,1,136,45,15.74248,36,7,52.10568,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1990-11-01,応用地質株式会社,不明,不明,不明,不明,1685.64,90,1,0,不明,9,不明,9,9,不明,90.00,中硬岩,1,MR,999010003,90.00,灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(梯川),08,09,54364395001,2,136,26,16.12637,36,24,49.93454,09,1,1,5436,43,95,建設省北陸地方建設局金沢工事事務所,1991-10-01,株式会社ホクコク地水,不明,不明,不明,不明,1.41,13,1,0,不明,9,不明,3,9,不明,13.00,シルト,1,M,532110000,13.00,青灰,13.15,12,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平地区地質調査・解析業務委託,01,01,54364773001,14,136,54,42.564,36,24,4.19343,09,1,1,5436,47,82,建設省北陸地方建設局富山工事事務所,1978-05-01,日本工営株式会社,不明,不明,不明,不明,312.73,10.5,1,0,不明,9,不明,4,9,不明,10.50,軟岩､風化岩,1,SM,531231030,10.50,褐灰,10.15,41,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,苗代保育園鉄筋改築防音装置工事に伴う地質調査,18,21,29-F-97,1177,136,27,42.702,36,23,20.267,02,1,1,5436,43,66,建設省金沢工事事務所調査二課,1973-12-22,不明,不明,不明,不明,不明,2,20,1,0,不明,9,不明,9,9,不明,020.00,砂礫,1,GS,531120000,020.00,白灰色,019.15,42,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1127,1973-12-21,0,0,不明,その他,9,599200003,017.80,020.00,φ20～30m/m角礫\n含水分少量\n白灰青灰混りの細粒砂\n,020.00,42,30,020.00,0,0,,,,,
JIS A 0206-2008,甚之助谷地質調査業務委託,09,13,54361650012,3,136,45,23.44202,36,7,44.4068,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1988-10-01,応用地質株式会社,不明,不明,不明,不明,1582.09,35,1,0,不明,9,不明,9,9,不明,35.00,中硬岩,1,MR,999010003,35.00,黒,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,南郷高架橋土質調査,01,05,54363256006,9,136,19,24.9849,36,17,57.38865,09,1,1,5436,32,55,建設省北陸地方建設局金沢工事事務所,1981-12-01,(株)日本パブリックエンジニアリング,不明,不明,不明,不明,4.64,27.3,1,0,不明,9,不明,9,9,不明,27.30,不明,1,M,532110000,27.30,不明,25.00,8,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス東山地区他1件土質調査,01,05,54363256012,5,136,19,24.9849,36,17,57.38865,09,1,1,5436,32,55,建設省北陸地方建設局金沢工事事務所,1982-03-01,(株)日本パブリックエンジニアリング,不明,不明,不明,不明,4.3,27,1,0,不明,9,不明,9,9,不明,27.00,不明,1,M,532110000,27.00,不明,25.00,50,2,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,金沢西バイパス土質調査作業,18,21,28-F-38,1177,136,29,29.734,36,27,4.764,02,1,1,5436,53,49,建設省金沢工事事務所調査二課,1977-07-30,不明,不明,不明,不明,不明,9,20.15,1,0,不明,9,不明,9,9,不明,020.15,砂礫,1,GS,531120000,020.15,黄褐色～暗黒灰色,020.15,50,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1047,1977-07-26,0,0,不明,その他,9,599200001,015.30,020.15,φ2～10m/m小礫粗砂主体\nMAX30m/m\n17.00m以深乳灰色粘土混り\n礫径は上部砂礫より小さいものが多い\n,020.15,50,30,020.15,0,0,14.50,15.20,250,8,T
JIS A 0206-2008,金沢西バイパス(五間堂～高堂)土質調査作業,18,21,28-F-44,1177,136,29,9.947,36,26,29.378,02,1,1,5436,53,28,建設省金沢工事事務所調査二課,1978-07-08,不明,不明,不明,不明,不明,7,14.45,1,0,不明,9,不明,9,9,不明,014.45,礫混り砂,1,S-G,531212000,014.45,灰色,014.15,43,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1053,1978-07-05,0,0,不明,その他,9,,014.00,014.45,細砂φ2～20m/mの礫混る\n,014.45,43,30,014.45,0,0,8.50,8.80,100,6,P
JIS A 0206-2008,鶴来バイパス(手取川橋)ボーリング調査,18,21,28-I-7,1177,136,37,47.392,36,26,19.082,02,1,1,5436,55,20,建設省金沢工事事務所調査二課,1976-06-30,不明,不明,不明,不明,不明,94,17.5,1,0,不明,9,不明,9,9,不明,017.50,軽石質凝灰岩,1,Ptf,,017.50,淡茶緑灰色,010.00,50,02,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1084,1976-06-22,0,0,不明,その他,9,221024300,012.20,017.50,軽石分を多量に含有しているが採取試料は棒状コアとなりにくく殆どが細岩塊状を呈\nしている\n他孔と比較するとコア採取率は極端に悪くなっている\n,017.50,50,02,017.50,0,0,,,,,
JIS A 0206-2008,小松バイパス(林・箱宮)地質調査作業,01,12,54363383001,4,136,24,39.84651,36,19,36.98303,09,1,1,5436,33,92,建設省北陸地方建設局金沢工事事務所,1988-02-01,日本試錐工業株式会社,不明,不明,不明,不明,5.83,9.5,1,0,不明,9,不明,4,9,不明,9.50,軟岩､風化岩,1,G-S,531112000,9.50,青灰,9.15,50,17,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,4.00,4.40,100,,
JIS A 0206-2008,鶴来B.P(手取川2号橋)ボーリング調査作業,18,21,28-I-13,1177,136,37,56.132,36,26,2.574,02,1,1,5436,55,20,建設省金沢工事事務所調査二課,1977-09-19,不明,不明,不明,不明,不明,101,16.5,1,0,不明,9,不明,9,9,不明,016.50,軽石質凝灰岩,1,Ptf,,016.50,灰緑色,,,,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1090,1977-09-13,0,0,不明,その他,9,221024300,012.00,016.20,風化のため軟質、脆弱化著しくコア溶解し逸失\n16.20mより短柱状コア採取\nやや軟質でコア表面がササクレ立つ\n,016.50,,,016.50,0,0,,,,,
JIS A 0206-2008,加賀地区地質調査作業,01,21,54363254003,2,136,18,32.49029,36,17,44.68885,09,1,1,5436,32,54,建設省北陸地方建設局金沢工事事務所,1984-05-01,基礎地盤コンサルタンツ株式会社,不明,不明,不明,不明,5.7,8.26,1,0,不明,9,不明,3,9,不明,18.26,砂利・礫混り砂質土,1,M-O,532110005,18.26,不明,18.10,50,16,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,12.00,12.70,250,,
JIS A 0206-2008,津幡B.P(太田～庄)他一件地質調査作業,01,05,54364305002,5,136,26,33.23301,36,20,28.98234,09,1,1,5436,43,05,建設省北陸地方建設局金沢工事事務所,1986-09-01,金沢鑿泉株式会社,不明,不明,不明,不明,5.13,5,1,0,不明,9,不明,3,9,不明,5.00,軟岩､風化岩,1,M,532110000,5.00,白灰,5.15,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成元年度小松バイパス(梯川)地質調査作業,01,05,54364389004,7,136,29,20.91425,36,24,23.45603,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1989-12-01,吉田鑿泉株式会社,不明,不明,不明,不明,2.01,17.5,1,0,不明,9,不明,4,9,不明,17.50,硬岩,1,HR,999010002,17.50,灰白,17.15,50,7,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200002,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(小松バイパスその1),01,01,54364389010,5,136,29,18.71418,36,24,31.95454,09,1,1,5436,43,99,建設省北陸地方建設局金沢工事事務所,1991-01-01,株式会社ホクコク地水,不明,不明,不明,不明,2.51,25,1,0,不明,9,不明,4,9,不明,25.00,軟岩､風化岩,1,SV,531231060,25.00,黄褐,25.15,50,17,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(矢田野～箱宮)地質調査作業,01,01,54363393004,15,136,24,55.74462,36,19,46.68218,09,1,1,5436,33,93,建設省北陸地方建設局金沢工事事務所,1988-10-01,木村建設株式会社,不明,不明,不明,不明,10.25,18,1,0,不明,9,不明,2,9,不明,18.00,軟岩､風化岩,1,S,531211000,18.00,青灰,17.15,50,9,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(二ツ梨地区)地質調査作業,01,01,54363394019,12,136,25,29.1406,36,20,5.28124,09,1,1,5436,43,03,建設省北陸地方建設局金沢工事事務所,1989-07-01,株式会社興和,不明,不明,不明,不明,9.4,12,1,0,不明,9,不明,2,9,不明,12.00,軟岩､風化岩,1,GF,531100000,12.00,灰,10.00,55,15,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和63年度手取川ダム貯水池周辺崩壊現況調査作業,09,13,54362591005,5,136,38,6.37993,36,14,49.94081,09,1,1,5436,25,90,建設省北陸地方建設局金沢工事事務所,1989-03-01,株式会社ダイヤコンサルタント,不明,不明,不明,不明,601.56,30,1,0,不明,9,不明,2,9,不明,30.00,軟岩､風化岩,1,MR,999010003,30.00,褐灰,3.15,50,28,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,平成元年度小松バイパス(梯川)地質調査作業,01,05,54364389006,7,136,29,21.61424,36,24,21.75634,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1989-12-01,吉田鑿泉株式会社,不明,不明,不明,不明,4.04,20,1,0,不明,9,不明,4,9,不明,20.00,硬岩,1,HR,999010002,20.00,緑灰,20.00,50,7,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,4.00,4.50,100,,
JIS A 0206-2008,単価契約地質調査作業(小松バイパス),01,05,54364389012,3,136,29,25.21409,36,24,16.75736,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1993-01-01,(株)ホクコク地水,不明,不明,不明,不明,4.08,18,1,0,不明,9,不明,4,9,不明,18.00,軟岩､風化岩,1,G,531111000,18.00,黒,18.15,50,1,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,鶴来B.P(手取川2号橋)ボーリング調査作業,18,21,28-I-9,1177,136,37,51.432,36,26,6.723,02,1,1,5436,55,20,建設省金沢工事事務所調査二課,1977-09-22,不明,不明,不明,不明,不明,99,5,1,0,不明,9,不明,9,9,不明,005.00,凝灰岩と軽石質凝灰岩の互層,1,,,005.00,灰帯淡緑色,,,,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1086,1977-09-21,0,0,不明,その他,9,,000.00,002.75,凝灰岩;細粒火山灰\n軽石片含む\n凝灰角礫岩;φ5m/m程度の酸性火山礫含む\n10°～20°のラミナ在り\n短柱状、一部礫状\n80°～90°の割れ目在り\n褐色に変色\nB級岩\n,005.00,,,005.00,0,0,,,,,
JIS A 0206-2008,小松バイパス(林・箱宮)地質調査作業,01,12,54363383003,4,136,24,41.34634,36,19,36.98311,09,1,1,5436,33,92,建設省北陸地方建設局金沢工事事務所,1988-02-01,日本試錐工業株式会社,不明,不明,不明,不明,6.14,6,1,0,不明,9,不明,4,9,不明,6.03,軟岩､風化岩,1,G-S,531112000,6.03,青灰,6.03,50,3,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,2.00,2.40,100,,
JIS A 0206-2008,山上農協倉庫地盤調査,18,21,28-G-28,1177,136,32,57.546,36,27,5.739,02,1,1,5436,54,43,建設省金沢工事事務所調査二課,1969-04-17,不明,不明,不明,不明,不明,39,5,1,0,不明,9,不明,9,9,不明,005.00,砂礫,1,GS,531120000,005.00,暗灰色,002.50,17,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1079,1969-04-14,0,0,不明,その他,9,599200003,,,,005.00,17,30,005.00,0,0,,,,,
JIS A 0206-2008,地質調査作業単価契約(小松バイパスその2),01,01,54364399003,5,136,29,12.21435,36,24,45.85189,09,1,1,5436,43,98,建設省北陸地方建設局金沢工事事務所,1991-02-01,株式会社ホクコク地水,不明,不明,不明,不明,3.27,24,1,0,不明,9,不明,4,9,不明,24.00,シルト混り砂,1,S-M,531213003,24.00,淡黄褐,24.15,28,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,金沢西バイパス土質調査作業,18,21,28-F-36,1177,136,29,33.533,36,27,14.023,02,1,1,5436,53,49,建設省金沢工事事務所調査二課,1978-02-18,不明,不明,不明,不明,不明,9,11,1,0,不明,9,不明,9,9,不明,011.00,シルト質粘土,1,CHM,532120030,011.00,暗灰色,010.15,10,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1045,1978-02-14,0,0,不明,その他,9,599200003,010.00,011.00,局部的に中砂の薄層を挟む\n,011.00,10,30,011.00,0,0,,,,,
JIS A 0206-2008,金沢西バイパス(五間堂～高堂)土質調査作業,18,21,28-F-42,1177,136,29,15.656,36,26,42.296,02,1,1,5436,53,39,建設省金沢工事事務所調査二課,1978-07-10,不明,不明,不明,不明,不明,8,18.45,1,0,不明,9,不明,9,9,不明,018.45,砂,1,S,531211000,018.45,灰色,018.15,33,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1051,1978-07-07,0,0,不明,その他,9,,018.00,018.45,細砂\nφ5m/mの礫点在\n,018.45,33,30,018.45,0,0,9.15,9.45,100,5,P
JIS A 0206-2008,南郷高架橋土質調査,01,05,54363256004,9,136,19,24.9849,36,17,57.38865,09,1,1,5436,32,55,建設省北陸地方建設局金沢工事事務所,1981-12-01,(株)日本パブリックエンジニアリング,不明,不明,不明,不明,5.72,27.2,1,0,不明,9,不明,9,9,不明,27.20,不明,1,M,532110000,27.20,不明,27.15,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス東山地区他1件土質調査,01,05,54363256010,5,136,19,24.9849,36,17,57.38865,09,1,1,5436,32,55,建設省北陸地方建設局金沢工事事務所,1982-03-01,(株)日本パブリックエンジニアリング,不明,不明,不明,不明,5.44,20,1,0,不明,9,不明,9,9,不明,20.00,不明,1,M,532110000,20.00,不明,20.00,50,13,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松市立向本折小学校校地地質調査工事,18,21,29-F-65,1177,136,26,37.958,36,23,31.864,02,1,1,5436,43,75,建設省金沢工事事務所調査二課,1965-02-01,不明,不明,不明,不明,不明,2,27.8,1,0,不明,9,不明,9,9,不明,027.80,砂混り粘土,1,CH-S,532120002,027.80,青灰色,027.15,39,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1119,1965-02-01,0,0,不明,その他,9,599200003,025.60,027.80,含水分少量\n腐植物混入\n,027.80,39,30,027.80,0,0,,,,,
JIS A 0206-2008,昭和61年度其之谷地すベり調査作業,09,13,54361650004,4,136,45,29.34136,36,7,46.10686,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1986-08-01,応用地質株式会社,不明,不明,不明,不明,1727.31,60,1,0,不明,9,不明,9,9,不明,60.00,硬岩,1,HR,999010002,60.00,淡灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
