適用規格,事業工事名,調査名,調査目的,調査対象,ボーリング名,ボーリング総数,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,取得方法コード,読取精度コード,測地系,調査位置住所,コード1次,コード2次,コード3次,発注機関名称,テクリスコード,調査期間_開始年月日,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進角度,地盤勾配,試錐機_名称,試錐機_能力,試錐機_方法,エンジン_名称,エンジン_能力,エンジン_単位,ハンマー落下用具_コード,ハンマー落下用具_名称,N値記録用具_コード,ポンプ_名称,ポンプ_能力,ポンプ_単位,櫓種類コード,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石土記号,岩石土区分_岩石群コード,岩石土区分_岩石,色調_下端深度,色調_色調名,観察記事_上端深度,観察記事_下端深度,観察記事_記事,観察記事枠線_下端深度,標準貫入試験_開始深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_試験方法,透水試験_透水係数,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_孔内水位,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_説明,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_説明,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_水位種別備考,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,孔径孔壁保護_孔壁保護方法,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,フリー情報,岩石土区分_岩相,標準貫入試験_備考,掘進方向,相対密度_状態,試料採取_採取方法,取得方法説明,コア形状区分判定表_区分,割れ目区分判定表_区分,風化区分判定表_区分,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,孔径孔壁保護_孔壁保護実施理由,送水条件_送水種類,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_降伏圧,孔内水平載荷試験_変形係数,孔内水位_掘削状況,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,試料採取_試験名,相対稠度_状態,N値記録用具_名称,調査会社_TEL,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,櫓種類名称,岩石土区分_変成岩岩相,岩石土区分_変成岩岩石,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,孔内水平載荷試験_載荷パターン,座標定義,座標,地盤分類_下端深度,地盤分類_工学的分類記号,標準貫入試験詳細データ_開始深度,標準貫入試験詳細データ_打撃回数,標準貫入試験詳細データ_貫入量,標準貫入試験詳細データ_累積貫入量
JIS A 0206-2008,,平成21年度 第B3R1-09号 国道303号補助緊急地方道路整備調査委託,01,04,No.6-2(STA.No27＋40),6,2,135,57,20.5900,35,24,04.8500,01,2,1,滋賀県高島市今津町今津,5335,07,86,滋賀県高島土木事務所,22501108,2010-04-08,2010-05-08,東邦地水株式会社,231.22,50.00,2,0.00,33.00,TOHO_D0-C,100,1,NFAD-8,5.9,kw,2,,2,MARUYAMA-MS330,30,l/min,3,50.00,チャート/破砕帯,Cht,1,131000002,50.00,暗灰～黄灰色,46.75,50.00,GL-46.75m以深、破砕帯。破砕により礫状～粘土状コア主体。断層ガウジが散在。φ1cm前後のマンガン魂散在。GL-49.60～50.00m間、塊状チャート、ヘアクラック発達し軟質化。,50.00,,,,,,,,,,,,,,,,,,,,,,2010-05-08,1,24.05,19,2010-05-08,50.00,39.00,015,E,極軟,マサ状、粘土状。a,50.00,015,018,VIII,コアの採取ができないもの。スライムも含む。,50.00,015,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,50.00,014,015,ε,強風化している。石英および一部の長石を除きほとんど変質し原岩組織は失われている。,50.00,015,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,50.00,013,,50.00,66,2,,50.00,77,50.00,D,DB,50.00,200.0,50.00,170,50.00,0.5,3,3,2,35.00,39.75,5,50.00,100,50.00,4,50.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,50.00,960,,599200003,,,,,,,,,,,,,,崩壊,,,,,,,08,湧水圧測定,37.00,43.00,37kpa,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-7号 姉川補助河川総合流域防災事業土質調査業務委託,08,09,L-2.5KP(No.26)裏法,14,12,136,14,2.0000,35,24,9.0000,02,0,1,滋賀県長浜市川道町,5336,01,88,滋賀県長浜土木事務所,22501106,2010-01-12,2010-06-30,彦根鑿泉株式会社,91.48,13.50,1,0.00,26.00,東邦製　D0-C,,3,ヤンマー製　NFAD-8,,,2,,2,東邦製　BG3型,,,,13.50,シルト質砂,SM,1,531231030,13.50,暗灰,13.30,13.50,微細砂主体　含水中位,13.50,13.15,2,10,2,10,2,10,6,30,13.50,2,0,,,,,,12.20,12.45,P-12,100,2010-02-13,9,4.53,99,2010-02-13,13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中位の,,,,,,,,,,,,,,,,,,不明,現場透水試験,6.00,6.50,k=3.7E-2cm/s,物理一式,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-10号 高時川補助河川総合流域防災事業土質調査業務委託(その3),08,21,L-1.8KP-2S,21,6,136,14,34.8000,35,25,30.9000,02,1,1,滋賀県長浜市錦織町 他,5336,11,19,滋賀県長浜土木事務所,22501106,2010-03-16,2010-03-20,株式会社石居設計,97.82,8.90,1,0.00,0.00,YBM-05,,,ヤンマーNFD-9,,,9,半自動落下装置,2,カノーV-6,,l/min,,8.90,シルト混り砂,S,1,531211000,8.90,灰,8.40,8.90,細砂～中砂主体で粒径不均一,8.90,,,,,,,,,,8.90,0,0,,,,,,8.40,8.90,L-1.8KP-8R,999,,,,,2010-03-19,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-10号 高時川補助河川総合流域防災事業土質調査業務委託(その3),08,21,L-2.7KP-2S,21,12,136,14,33.6000,35,25,45.1000,02,1,1,滋賀県長浜市錦織町 他,5336,11,19,滋賀県長浜土木事務所,22501106,2010-03-03,2010-03-04,株式会社石居設計,100.05,8.70,1,0.00,0.00,YBM-05,,,ヤンマーNFD-9,,,9,半自動落下装置,2,カノーV-6,,l/min,,8.70,砂質粘土,CHS,1,532120020,8.70,暗緑灰～暗青灰,8.00,8.70,粘性やや強い～中位\n砂は細砂主体\n腐植物少量混入する,8.70,,,,,,,,,,8.70,0,2,,,,,,8.00,8.70,L-2.7KP-8D,300,,,,,2010-03-04,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第1630-7号 十郎谷川通常砂防土質調査業務委託,01,11,B-No.1,3,1,136,22,33.2200,35,25,16.5700,02,2,1,滋賀県米原市大久保,5336,13,00,滋賀県長浜土木事務所,22501106,2009-12-17,2009-12-21,富二設計コンサルティング株式会社,267.35,10.45,1,0.00,42.00,YBM-05DA,5,3,ヤンマーNFAD-8,8,ps,4,,2,YBM GP-5,50,l/min,,10.45,粘土質砂礫,,1,,10.45,暗茶褐,0.20,10.45,"φ2～30mm,maxφ50mmの角礫主体\nマトリックスは粒子不均一な砂\n全体に粘土分を混在するが、混在量にややバラツキがみられる\n9.8mまで含水低位　以深高位",10.45,10.15,10,10,9,10,11,10,30,30,10.45,9,0,,,,,,,,,,,,,,2009-12-21,10.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-7号 姉川補助河川総合流域防災事業土質調査業務委託,08,09,L-1.7KP(No.17)裏法,14,6,136,13,45.0000,35,23,56.0000,03,0,1,滋賀県長浜市川道町,5336,01,78,滋賀県長浜土木事務所,22501106,2010-01-12,2010-06-30,彦根鑿泉株式会社,90.12,14.50,1,0.00,32.00,YBM製　05D,,3,ヤンマー製　NFAD-8,,,2,,2,カノ製　V4-P,,,,14.50,砂,S,1,531211000,14.50,暗灰,13.70,14.50,細中砂主体　不均質なもの　含水中位\n14.3m付近シルト分多く含む,14.50,14.15,3,10,2,10,3,10,8,30,14.50,2,0,,,,,,10.15,10.45,P-10,100,2010-02-12,9,4.01,99,2010-02-12,14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中位の,,,,,,,,,,,,,,,,,,不明,現場透水試験,9.00,9.50,k=1.4E-1cm/s,比重含水粒度,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成30年度 第B731-10号 葛籠尾崎大浦線補助道路修繕地質調査業務委託,01,01,No.2-1,6,0001,136,07,34.6000,35,27,36.6000,02,1,1,滋賀県長浜市西浅井町菅浦,5336,11,50,滋賀県長浜土木事務所 木之本支所　道路計画課,22501107,2019-01-29,2019-01-30,双葉建設株式会社,101.25,6.00,2,0.00,0.00,YBM-05,50,3,ヤンマーNFAD9,9,ps,2,,2,動噴GS-350,35,l/min,3,6.00,緑色岩,,1,,6.00,暗青灰,3.20,6.00,コアは棒状で採取されるが、亀裂が多く短柱状～岩片状コアとなる。\n亀裂面は酸化褐色化する。\n3.30～3.60m斜め亀裂で岩片状。\n4.85～5.05m亀裂部が角礫状。\n5.40m以深、亀裂が多く岩片状～角礫状。\n,,6.00,50,0,14,5,6,10,50,0,2.30,3,0,,,,,,,,,,2019-01-30,1,2.10,12,2019-01-30,6.00,,990,D～E,極軟,指先でへこむ～マサ状、粘土状,6.00,980,980,VIII,コアの採取ができないもの。スライムも含む,6.00,931,990,a～d,密着している～角礫状、砂状、粘土状コア,6.00,960,983,β～δ,新鮮である。層理面、片理面にそって部分的に酸化している。岩芯まで風化している。ハンマーで簡単に割れ易い。、,6.00,980,,,,,6.00,012,,6.00,66,2,,6.00,85,6.00,DB,,6.00,0.40,6.00,230,6.00,0.2,10,4,2,,,,6.00,100,6.00,5,6.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,6.00,960,,,貫入試験,,,,国土地理院発行数値地図より読み取り,採取不可,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成20年度 第1640-3号 十郎谷川通常砂防土質調査業務委託,09,10,NO.2,3,2,136,22,35.8000,35,25,34.1000,09,0,1,滋賀県米原市大久保,5336,13,10,滋賀県湖北地域振興局長浜建設管理部,22501106,2008-10-21,2008-12-25,株式会社鈴鹿設計事務所,345.60,10.07,2,0.00,37.00,カノー製　KR-100,50,3,ヤンマー製　NFAD-8,10,kw,2,,2,ヤンマー製　CP-60,65,l/min,,10.07,風化頁岩,GS-M,1,531120003,10.07,黒灰,5.00,10.07,石英脈を伴う頁岩。\n全体に破砕及び変質が著しく、コアはφ2～10mm以下の礫を主体としたシルト混じり砂礫状～シルト質砂礫状を呈し、所々φ30～60mm内外の風化残留礫を含む。\n風化残留礫は全体に丸みを帯びたものが多く(亜角～亜円礫状)、表面に鈍い光沢を持つ。\n全体に土砂化しているため、岩構造はやや不明瞭である。\nコアは比較的締まった状態であるが、ハンマーの軽打で容易に粉々となる。\n9.50m以深、風化残留礫の混入増す。,10.07,10.00,50,7,19,3,14,10,50,7,,,,,,,,,,,,,,,,,2008-11-07,10.07,9.00,015,E,極軟,マサ状、粘土状。a,10.07,015,018,VIII,コアの採取ができないもの。スライムも含む。,10.07,017,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,10.07,014,015,ε,強風化している。石英および一部の長石を除きほとんど変質し原岩組織は失われている。,10.07,015,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,10.07,014,,9.00,86,2,,10.00,100,10.00,S,MC,10.00,3.0,10.00,60,10.00,0.0,0,0,1,,,,10.00,100,10.07,6,10.07,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,10.07,960,,,,,,,GIS,,,,5.00,10.07,二畳紀,000000000,000000000,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成25年度　第B121-7号　葛籠尾崎塩津線　補助道路修繕調査業務委託,01,01,No.3-1,6,0005,136,08,33.5500,35,28,06.8000,02,0,1,滋賀県長浜市高月町片山　地内,5336,11,61,滋賀県長浜土木事務所　木ノ本支所,22501106,2014-06-20,2014-06-26,株式会社キンキ地質センター滋賀事務所,284.67,13.00,2,,0.00,吉田鉄工所製　YBM-05,,,ヤンマー農機製　TF70V-E,,,2,,2,高圧プランジャポンプ　CP-30,,,,13.00,緑色岩,SC,1,219125503,13.00,暗緑灰,10.80,13.00,亀裂間隔10～50mm。岩自体は硬質だが、割れ目に沿って軟質化。\nコアは岩片状主体。\n12m以深、30～50mmの岩片状コア主体。割れ目沿いに褐色汚染認める。,13.00,12.00,50,5,22,5,20,10,50,5,,,,,,,,,,,,,2014-06-26,1,9999.00,,2014-06-26,13.00,,,,,,13.00,013,,,,13.00,014,,,,13.00,013,,,,13.00,013,,,,,13.00,012,,11.80,86,2,,,,13.00,ダブル,ダイヤ,,,,,,,,,,,,,13.00,100,13.00,0,13.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,13.00,950,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成19年度 第617J-3号 間田長浜線単独道路改築土質調査業務委託,01,04,B-5(No7+45CL),11,5,136,20,02.3500,35,23,01.1400,01,2,1,滋賀県長浜市石田町～米原市朝日町,5336,02,66,滋賀県湖北地域振興局長浜建設管理部,22501106,2008-07-19,2008-07-26,八千代エンジニヤリング株式会社,154.35,25.00,2,0.00,20.00,YBM-05,50,3,ヤンマーNFAD8,8,PS,2,,2,ヤンマーCP-40,40,l/min,,25.00,緑色岩,Tl,1,,25.00,灰緑,23.15,25.00,[23.00]24.15m 頁岩が主体となる（凝灰岩も入る）。\n[24.00]24.4m 層理40°\n[24.50]24.8m 石英脈40°一部細片状割れ目鏡肌。,25.00,8.00,50,0,19,10,21,4,50,0,,,,,,,,,,,,,2008-07-25,1,7.09,19,2008-07-25,25.00,8.00,015,E,極軟,マサ状、粘土状。a,25.00,012,018,VIII,コアの採取ができないもの。スライムも含む。,25.00,012,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,25.00,011,015,ε,強風化している。石英および一部の長石を除きほとんど変質し原岩組織は失われている。,25.00,011,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,25.00,011,,8.00,86,2,,25.00,90,25.00,D,DB,25.00,30.0,25.00,100,25.00,0.1,8,8,2,,,,25.00,100,25.00,16,25.00,43,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,25.00,930,,111000000,貫入不能,,,,,採取不可,d,ε,,,,,,崩壊,,18.00,01,1500.0,13500.0,3.59E+06,,,,,,,,,,,,,,,,,,,,単調載荷,,,,,,,,
JIS A 0206-2008,,平成19年度 第617J-3号 間田長浜線単独道路改築土質調査業務委託,01,04,B-11(No11+44 R40),11,11,136,19,55.8400,35,23,10.1100,01,2,1,滋賀県長浜市石田町～米原市朝日町,5336,02,66,滋賀県湖北地域振興局長浜建設管理部,22501106,2008-07-03,2008-07-17,八千代エンジニヤリング株式会社,152.50,25.00,2,0.00,25.00,KR-50,50,3,ヤンマーNFAD7,7,PS,2,,2,カノーV6プランジャー,60,l/min,,25.00,緑色岩,Tl,1,,25.00,緑灰,18.45,22.70,[18.80]18.8m 70°割れ目に30-40°方向の条線。\n[19.30]19.2m，19.4m 70°割れ目に30-40°方向の条線。薄く黒-緑灰色粘土挟む。,22.70,23.00,50,0,23,3,17,10,50,0,,,,,,,,,,,,,2008-07-17,1,12.10,19,2008-07-17,25.00,19.50,015,E,極軟,マサ状、粘土状。a,25.00,012,018,VIII,コアの採取ができないもの。スライムも含む。,25.00,012,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,25.00,011,015,ε,強風化している。石英および一部の長石を除きほとんど変質し原岩組織は失われている。,25.00,011,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,25.00,011,,19.50,86,2,,25.00,50,25.00,D,DB,25.00,40.0,25.00,130,25.00,0.2,20,20,2,,,,25.00,100,25.00,20,25.00,56,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,25.00,940,,111000000,貫入不能,,,,,採取不可,d,ε,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成23年度 第1-14号 東北部木之本西幹線土質調査業務委託(その2),05,08,No.9,9,0009,136,14,14.8300,35,23,31.9700,03,0,1,滋賀県長浜市川道町,5336,01,78,滋賀県東北部流域下水道事務所,22501119,2012-02-25,2012-02-27,環境設計株式会社,85.88,15.50,1,0.00,0.00,カノボーリング製_KR100-P型,100,3,ヤンマー農機製_NFAD-8型,8,PS,2,,2,カノボーリング製 V6-S型,60,l/min,,15.50,シルト質砂,SM,1,531231030,15.50,暗灰,14.85,15.50,細砂主体 含水中\n雲母片及び極少量の細礫点在,15.50,15.15,6,10,6,10,6,10,18,30,15.50,3,0,5.50,6.00,02,現場透水試験,3.47E-02,15.15,15.45,16,100,2012-02-25,2,0.67,12,2012-02-27,15.50,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,自沈,,,,,,,,,,,,,,,,,,,,,試掘,0.00,1.10,埋設物無し,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-19号 姉川補助河川総合流域防災事業土質調査業務委託(その7),08,09,R10.0-B1,0010,0009,136,18,36.2000,35,24,44.4000,02,1,1,滋賀県長浜市千草町 他,5336,02,94,滋賀県長浜土木事務所,22501106,2010-08-04,2010-08-05,株式会社滋賀測量設計事務所,118.48,19.50,1,0.00,30.00,YBM05-DA,50,3,ヤンマーNFD8,8,PS,2,半自動落下,2,カノーV5,50,l/min,3,19.50,砂礫,GS,1,531120000,19.50,暗茶灰,18.85,19.50,φ2～20mmの礫が主体\n砂分の混入は少ない\n,19.50,19.15,10,10,9,10,7,10,26,30,19.30,3,0,,,,,,,,,,2010-08-04,2,5.00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成18年度 第7-1号 葛籠尾崎大浦線災害調査設計業務委託,09,13,No.1,5,1,136,08,03.0000,35,27,36.0000,02,0,1,滋賀県伊香郡西浅井町菅浦,5336,11,50,滋賀県湖北地域振興局木之本建設管理部,22501107,2006-08-31,2006-09-06,株式会社日建技術コンサルタント,131.57,7.00,2,0.00,38.00,KANO_KR-100H,100,3,YANMAR NFAD8,8,ps,2,,2,TOP NR型,50,l/min,3,7.00,緑色岩,Tl,1,,7.00,暗灰,6.55,7.00,短柱状コア主体　岩片は非常に硬質\nGL-6.80m付近にて全漏水,7.00,4.00,50,0,27,10,20,4,50,0,,,,,,,,,,,,,2006-09-05,4,-99.99,91,2006-09-05,7.00,4.50,015,E,極軟,マサ状、粘土状。,7.00,012,018,VIII,コアの採取ができないもの。スライムも含む。,7.00,013,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,7.00,012,025,ε,強風化している。原岩組織が失われている。,7.00,013,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,7.00,012,水位なし,7.00,66,1,,7.00,60,7.00,DDB,ダイヤモンドビット,7.00,1.0,7.00,140,7.00,0.2,8,8,2,,,,7.00,90,7.00,18,7.00,18,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,7.00,940,,111000000,貫入不能,,,,25000分の1地形図より読み取り,採取不可,認識不可,強風化,1.50,7.00,古生代,130000000,130000000,その他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成18年度 第B111-2号 葛籠尾崎大浦線地方道路交付金調査設計業務委託,01,13,2-1,4,1,136,08,17.0000,35,27,39.0000,02,1,1,滋賀県伊香郡西浅井町菅浦,5336,11,51,滋賀県湖北地域振興局木之本建設管理部,22501107,2006-10-17,2007-03-16,株式会社石居設計,191.15,14.00,2,0.00,19.00,DO-D,,3,NFD-10,,,2,,2,PC-3,,,,14.00,風化緑色岩,Tl,1,,14.00,暗緑灰,11.85,14.00,岩質は概ね新鮮で堅硬であるが、割れ目が発達し、所々強風化により土砂化している。\nコアは礫状が主体で所々片状コアを含有する。\n全体に破砕質で特に11.90m付近、12.25m付近、12.50～13.15m付近、13.65～13.70m付近、13.85～14.00m付近は著しく破砕し、細礫状～砂礫状で褐色に風化変色している箇所もある。\n割れ目沿いは概ね褐色に風化変色している。\n片状コアはハンマーの打撃により鈍い金属音を発する。,14.00,14.00,50,0,29,10,20,9,50,0,,,,,,,,,,,,,,,,,2006-12-21,14.00,,015,E,極軟,マサ状、粘土状。a,14.00,012,018,VIII,コアの採取ができないもの。スライムも含む。,14.00,015,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,14.00,012,950,ε,岩芯まで強風化し、角礫、砂状または粘土状コア、軟質で、簡単に壊すことができる。,14.00,920,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,14.00,012,,13.50,83,2,,14.00,1,14.00,DCT,DB,14.00,400.0,14.00,250,14.00,5.0,15,15,2,,,,14.00,90,14.00,,14.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,14.00,950,,111000000,貫入不能,,,,,,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-13号 高時川補助河川総合流域防災事業土質調査業務委託(その5),08,09,R-5.0KP-bs,14,9,136,14,36.6000,35,27,06.9000,02,1,1,滋賀県長浜市小谷丁野町 他,5336,11,49,滋賀県長浜土木事務所,22501106,2010-05-31,2010-10-15,キタイ設計株式会社,104.55,15.50,1,0.00,27.00,カノ製KR-100,100,2,ヤンマー製NFD-9,9,ps,2,,2,東邦地下工機製BG-3,50,L/min,,15.50,粘土混り砂礫,GS,1,531120000,15.50,暗黄褐,14.60,15.50,細礫および中～粗砂主体。\n径30～60mmの礫点在する。\n含水量中位。,15.50,15.15,10,10,9,10,12,10,31,30,15.50,4,0,,,,,,15.00,15.50,P-14,100,2010-08-05,1,5.98,12,2010-08-06,15.50,14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成22年度 第1820-4号 ガニ川補助通常砂防調査委託,09,01,No.6,0008,0006,136,04,18.2000,35,29,55.5000,02,1,1,滋賀県高島市マキノ町山中,5336,10,95,滋賀県高島土木事務所,22501108,2010-10-29,2010-11-01,村上興業株式会社,197.81,6.10,1,0.00,0.00,YBM05-DA,50,3,ヤンマーNFD8,8,PS,2,半自動落下,2,カノーV5,50,l/min,3,6.10,玉石,B,1,510000010,6.10,暗灰,3.00,6.10,\n\n玉石・転石の密集\n\nφ100～200の玉石が多い\n\n礫質は砂岩で非常に硬い\n,6.10,6.00,60,10,3,10,3,10,60,10,2.30,3,0,,,,,,,,,,2010-11-01,2,1.52,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
