適用規格,調査名,調査目的,調査対象,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進方向,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,色調_下端深度,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,孔内水位_孔内水位,バージョン変換情報,事業工事名,ボーリング名,ボーリング総数,取得方法コード,読取精度コード,調査期間_開始年月日,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,掘進角度,地盤勾配,試錐機_名称,試錐機_能力,試錐機_方法,エンジン_名称,ハンマー落下用具_コード,ハンマー落下用具_名称,N値記録用具_コード,N値記録用具_名称,ポンプ_名称,岩石土区分_岩石土記号,岩石土区分_岩石,色調_色調名,観察記事_上端深度,観察記事_下端深度,観察記事_記事,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_区分,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_掘削状況,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,孔径孔壁保護_孔壁保護実施理由,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,地質柱状図様式,ハンマ落下用具_コード,ハンマ落下用具_名称,岩石土区分_岩相,色調_状態,観察記事枠線_下端深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_降伏圧,孔内水平載荷試験_変形係数,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_試験方法,透水試験_透水係数,P波試験_上端深度,P波試験_下端深度,P波試験_速度,S波試験_上端深度,S波試験_下端深度,S波試験_速度,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,孔径孔壁保護_孔壁保護方法,標準貫入試験_備考,座標定義,座標,エンジン_能力,エンジン_単位,ポンプ_能力,ポンプ_単位,櫓種類コード,相対密度稠度_下端深度,相対密度_コード,相対密度_状態,相対稠度_コード,相対稠度_状態,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_区分,割れ目区分判定表_説明,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_区分,風化区分判定表_説明,孔内水平載荷試験_載荷パターン,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,送水条件_送水種類,孔内水位_水位種別備考,取得方法説明,岩石土区分_変成岩岩石,試料採取_試験名,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,掘進方位,P波試験_起振方式,S波試験_起振方式,試料採取_採取方法,保孔管_下端深度,保孔管_種別コード,保孔管_備考,フリー情報
JIS A 0206-2008,昭和６３年度岐南地区地質調査,01,01,7  ,136,47,6.754,35,23,7.991,1,5336,06,62,国土交通省 中部地方整備局 岐阜国道事務所,1988-10,（株）ダイヤコンサルタント,10.72,19.05,1,000,019.05,玉石混り礫質土,1,019.05,019.00,50,05,000.97,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,GF,531100000,灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007.00,02,00.18,00.87,00012.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１２年度東海環状富加地区地質調査,01,01,34 ,137,0,0.473,35,29,13.968,1,5337,10,80,国土交通省 中部地方整備局 岐阜国道事務所,2001-01,中央開発株式会社中部支店,109.80,8.00,1,000,008.00,中硬岩,1,008.00,005.25,99,30,000.30,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,MR,999010003,暗褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,岐大バイパス地質調査,18,21,1  ,136,42,0.78,35,23,21.981,1,5336,05,66,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,7.20,20.00,1,000,020.00,砂混り礫,1,020.00,014.65,50,27,001.10,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-S,531112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１２年度東海環状糸貫地区地質調査,01,01,2  ,136,39,12.587,35,27,5.652,1,5336,15,42,国土交通省 中部地方整備局 岐阜国道事務所,2001-01,日本物理探鑛株式会社　中部支店,19.10,7.40,1,000,007.40,砂質土,1,007.40,007.15,50,25,005.65,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,2,,,,,SF,531200000,灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,006.00,01,09.08,23.36,00771.73,006.50,007.00,01,,1.58E-2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和６０年度関ケ原バイパス（奥ノ田）地質調査,01,01,1  ,136,27,58.457,35,22,10.869,1,5336,03,47,国土交通省 中部地方整備局 岐阜国道事務所,1985-08,株式会社日本パブリックエンジニアリング,138.98,12.35,2,000,012.35,軟岩・風化岩,1,012.35,012.15,50,20,003.15,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,G,531111000,黄灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和６０年度関ケ原バイパス（奥ノ田）地質調査,01,01,2  ,136,27,59.857,35,22,9.469,1,5336,03,47,国土交通省 中部地方整備局 岐阜国道事務所,1985-08,株式会社日本パブリックエンジニアリング,139.48,13.17,2,000,013.17,軟岩・風化岩,1,013.17,013.10,50,07,002.50,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,G-B,521111000,黄灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,岐大バイパス地質調査,18,21,1  ,136,42,10.479,35,23,23.982,1,5336,05,66,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,8.80,25.00,1,000,025.00,砂混り礫,1,025.00,024.70,50,20,000.80,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-S,531112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１２年度東海環状富加地区地質調査,01,01,33 ,137,0,2.073,35,29,15.568,1,5337,10,80,国土交通省 中部地方整備局 岐阜国道事務所,2001-01,中央開発株式会社中部支店,106.00,8.00,1,000,008.00,中硬岩,1,008.00,004.15,50,07,001.20,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,MR,999010003,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１２年度東海環状富加地区地質調査,01,01,9  ,137,0,3.073,35,29,21.267,1,5337,10,80,国土交通省 中部地方整備局 岐阜国道事務所,2000-10,中央開発株式会社中部支店,108.73,8.00,1,000,008.00,軟岩・風化岩,1,008.00,005.00,99,30,000.20,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,,,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１１年度　２１号関ヶ原バイパス野上地区地質調査,18,08,5  ,136,30,15.744,35,22,25.971,1,5336,04,40,国土交通省 中部地方整備局 岐阜国道事務所,2000-02,株式会社ダイヤコンサルタント,62.85,10.24,1,000,010.24,シルト混り礫質土,1,010.24,010.15,50,09,007.50,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,GF,531100000,褐灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,鏡島大名田東島堤防調査,18,21,1  ,136,43,5.571,35,24,56.272,1,5336,05,97,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,15.99,12.00,1,000,012.00,砂混り礫,1,012.00,010.15,27,30,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-S,531112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和６１年度岐阜東バイパス（岩戸地区）地質調査,01,01,13 ,136,47,6.35,35,25,5.077,1,5336,16,02,国土交通省 中部地方整備局 岐阜国道事務所,1987-01,中央開発（株）,10.99,16.00,1,000,016.00,粘土質高有機質土(腐植土),1,016.00,015.05,60,23,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,000,,,,,,2,,,,,S,531211000,赤褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成９年度長良川上流部外２件堤防詳細点検,08,21,12 ,136,42,22.378,35,23,43.88,1,5336,05,76,国土交通省 中部地方整備局 木曽川上流河川事務所,1998-04,国際航業（株）,14.56,28.40,1,000,028.40,玉石混り礫質土,1,028.40,028.15,60,25,010.00,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,GF,531100000,暗褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１０年度長良川・杭瀬川堤防詳細点検,08,09,41 ,136,44,58.36,35,25,44.47,1,5336,15,19,国土交通省 中部地方整備局 木曽川上流河川事務所,1999-01,（株）ダイヤコンサルタント,15.08,14.05,1,000,014.05,玉石混り礫質土,1,014.05,014.00,50,05,005.70,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,9,,,,,FI,,暗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,012.00,012.15,01,,2.38E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和５４年度岐阜国道測量設計及び地質調査業務委託,01,01,1  ,136,56,15.381,35,34,34.526,1,5336,27,95,国土交通省 中部地方整備局 岐阜国道事務所,1979-08,大同測量設計株式会社,92.36,12.04,1,000,012.04,硬岩,1,012.04,012.04,99,04,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,HR,999010002,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成４年東海環状自動車道富加、関ＩＣ地質調査,01,01,4  ,136,58,14.78,35,30,28.457,1,5336,27,07,国土交通省 中部地方整備局 岐阜国道事務所,1993-02,中央開発株式会社,83.60,8.00,2,000,008.00,軟岩・風化岩,1,008.00,008.00,50,30,001.35,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,FI,,黄灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和５２年度徳田架外１件地質調査（徳田世区）,01,05,3  ,136,46,25.357,35,23,16.789,1,5336,06,61,国土交通省 中部地方整備局 岐阜国道事務所,1977-10,東建地質調査株式会社,10.07,15.95,1,000,015.95,礫質土,1,015.95,015.65,54,30,003.60,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,3,,,,,GF,531100000,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,那加バイパス（東中島地区）地質調査,01,05,2  ,136,48,34.846,35,23,24.691,1,5336,06,64,国土交通省 中部地方整備局 岐阜国道事務所,1982-07,株式会社日本パブリックエンジニアリング,12.55,10.00,1,000,010.00,玉石混り礫,1,010.00,010.00,99,10,000.80,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-B,521111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,坂祝バイパス建設事業,01,01,4,136,56,41.0000,35,25,4.9910,1,5336,17,05,国土交通省中部地方整備局岐阜国道工事事務所調査課,2002-01-22,サンコーコンサルタント株式会社,91.30,7.00,1,,7.00,軟岩,1,7.00,3.05,50,11,1.45,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),平成13年度　坂祝バイパス各務原地区地質調査,No.4,20,02,1,2002-01-21,福間敏夫,加治佐　恵,福間敏夫,星野幸生,0.00,5.00,YBM-1WA,50,2,NFD-10,1,全自動型,2,野張,MS510,WR,999010004,淡褐緑灰,6.35,7.00,岩片状コア主体。ＣL級。,,,,,,,,,,,,,,,,,,,,,,,2002-01-22,,7.00,,2002-01-22,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,7.00,41,10,9,1,5,10,,,,,,,,,,,,,,,,,3.00,3.16,4-3,100,2.45,7.00,完新世,111010000,111010000,,,7,-19882.539,5,h.p.,30,l/min,3,7.00,0,中ぐらい,0,,2.45,7.00,美濃帯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,坂祝バイパス建設事業,01,01,18,136,56,17.5040,35,24,7.6970,1,5336,07,85,国土交通省中部地方整備局岐阜国道工事事務所調査課,2001-12-20,サンコーコンサルタント株式会社,53.91,11.05,1,,11.05,玉石混じり砂礫,1,11.05,11.00,50,5,6.05,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),平成13年度　坂祝バイパス各務原地区地質調査,No.18,20,02,1,2001-12-15,福間敏夫,加治佐　恵,福間敏夫,大和田佳彦,0.00,30.00,東邦　D0-D,50,2,NFAD-8,1,全自動型,2,野張,カノー　V-6,M,532110000,灰,5.75,11.05,砂礫は濃飛流紋岩、円～亜円礫からなる。\nφ40～80m/m礫。\nmaxφ250m/m。\nマトリックスは中～粗砂。\n細粒分少ない。\n（9.80～10.20ｍは玉石、φ40?）,,,,,,,,,,,,,,,,,,,,,,,2001-12-20,,11.05,,2001-12-20,11.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,11.05,50,5,17,5,16,10,,,,,,,,,,,,,,,,,11.00,11.05,18-11,100,,,,,,,,7,-20489.009,5,h.p.,60,l/min,3,11.05,5,非常に密な,0,中位,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成17年度東海環状美濃関地区地質調査,01,01,1,136,53,18.0000,35,30,50.0000,1,5336,27,11,国土交通省　中部地方整備局　岐阜国道事務所,2005-10-15,サンコーコンサルタント（株）,65.89,12.00,2,,12.00,珪質泥岩,1,12.00,12.00,50,0,3.80,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),平成17年度東海環状美濃関地区地質調査,H17-No.1,10,02,0,2005-10-13,田邊謹也,赤嶺辰之介,赤嶺辰之介,飯島文男,0.00,45.00,吉田鉄工所　YBM-05,50,2,NFAD-8 ホンダG50,2,,2,,共立AHP-45,Tl,,赤色,10.90,11.60,深度10.5m、11.8m付近に認められる凝灰岩薄層の傾斜角度は80°くらいである。\,015,E,極軟,マサ状、粘土状。a,12.00,012,018,VIII,スライム,コアの採取ができないもの。スライムも含む。,12.00,013,12.00,012,12.00,013,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,12.00,011,2005-10-15,1,,19,2005-10-15,12.00,11.00,11.00,86,2,崩壊,12.00,230,12.00,W,DB,12.00,0.3,12.00,100,12.00,0.2,5,5,2,12.00,83,12.00,0,12.00,3,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,12.00,950,,,,111000000,,3.90,50,0,3,10,4,10,9.50,01,3158.9,4934.6,1.87E+05,,,,,,,,,,,,,,,,,,,,,,貫入不能,,,8,hp,30,1/min,,,,,,,,,,014,d,角礫状、砂状、粘土状,割れ目として認識できない角礫状、砂状、粘土状コア。,015,ε,強風化している。,強風化している。石英および一部の長石を除きほとんど変質し原岩組織は失われている。,単調載荷,3.90,5.15,4,,,,,,,,,,,,,,,,,
JIS A 0206-2008,名濃バイパス構造物地点地質調査,18,21,1  ,136,55,46.813,35,21,0.918,1,5336,07,24,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,35.01,10.10,1,000,010.10,玉石混り礫,1,010.10,000.45,21,30,002.70,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,G-B,521111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成９年度揖斐川右岸堤防詳細点検,08,21,29 ,136,39,11.397,35,22,46.381,1,5336,05,52,国土交通省 中部地方整備局 木曽川上流河川事務所,1998-03,基礎地盤コンサルタンツ株式会社,16.50,22.45,1,000,022.45,砂混りシルト,1,022.45,022.15,04,30,003.82,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,4,,,,,M-S,532110002,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成17年度　大河原岡谷第一砂防えん堤詳細設計業務委託,09,10,4,136,34,42.0000,35,44,59.0000,1,5336,44,96,国土交通省中部整備局　越美山系砂防事務所,2006-08-11,（株)オリエンタルコンサルタンツ　中部支社,477.80,6.00,1,,6.00,砂礫,1,6.00,6.00,50,0,2.80,2018/04/16 13:37 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),大河原岡谷第一砂防えん堤,"NO,4",4,02,0,2006-08-10,松崎宏志,志村猛志,小川直文,渡辺則重,0.00,12.00,YBM-50,50,3,NFAD-8,3,,2,,V-6,GS,531120000,暗茶褐,0.00,6.00,礫径4～40mm。礫種は、花崗斑岩が主。まれに古生層のチャートを混入。\n礫は、角礫を呈する。マトリックスは、粗砂。\n[1.20]0.90～1.20m間転石。礫種は、花崗斑岩。\n[2.50]2.50～3.40m付近シルトを多く混入し、シルト混じり砂礫を呈する。\n[4.50]5.50～礫多く混入し礫径も30～50mm。,,,,,,,,,,,,,,,,,,,,,,,2006-08-11,1,,12,2006-08-11,6.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,50,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.80,6.00,更新世,111020000,111020000,,貫入不能,NO,-2+15,8,ppm,60,L／min,3,6.00,3,,0,,0.80,6.00,更新世（土石流堆積物）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和４３年度春日井バイパス名濃バイパス地質調査,18,21,1  ,136,59,36.488,35,23,15.608,1,5336,07,69,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,120.65,16.00,1,000,016.00,岩盤,1,016.00,003.00,50,05,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,S,999040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,新木曽川橋及び円城寺橋基礎地質調査工事,18,21,1  ,136,46,58.757,35,22,2.598,1,5336,06,42,国土交通省 中部地方整備局 中部技術事務所,1978-03,＊,7.81,30.50,1,000,030.50,玉石混り礫質土,1,030.50,029.00,50,07,,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,S-C,531213004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成１２年度東海環状糸貫地区地質調査,01,01,7  ,136,40,50.777,35,27,52.249,1,5336,15,54,国土交通省 中部地方整備局 岐阜国道事務所,2001-02,日本物理探鑛株式会社　中部支店,23.99,11.43,1,000,011.43,砂質土,1,011.43,011.15,50,28,010.15,2018/04/16 13:36 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,2,,,,,SF,531200000,灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,005.50,01,09.08,22.34,00207.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
