no,data_name_e,file_name,jigyou_name,chousa_name,chousa_mokuteki,chousa_taishou,boring_name,hacchuu_kikan,start_date,end_date,bor_level,bor_length,pdf,test_xml,s_val1max,s_val4,s_val5,s_val6,s_val7,s_val8,s_val9,s_val10,s_val11,s_val12,bor_id,address,download_h,model,lng,lat
3290,BOREHOLE_FUKUI,18000210672004336-BED0007,,令和2年度 農村地域防災減災事業 福井第2地区（丹南地区） 業務委託第11号,61,06,谷BV-1,福井県丹南農林総合事務所,2021-05-26,2021-06-12,49.59,10.45,0,0,50,0.76,0000,111101,000000000,00000,0000,0000,0000,000,312903,越前市下中津原町　地係　（谷之奥溜）,1,0,136.09108083333,35.858090833333
3291,BOREHOLE_FUKUI,18000210672004337-BED0002,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第12号,69,06,山室B.No.2,福井県丹南農林総合事務所,2021-07-06,2021-07-08,-2.67,9.45,0,0,10,1.8,0000,111100,000000000,00000,0000,0000,0000,000,312904,福井県越前市山室町,1,0,136.26018388889,35.921909722222
3292,BOREHOLE_FUKUI,18000210672004336-BED0008,,令和2年度 農村地域防災減災事業 福井第2地区（丹南地区） 業務委託第11号,61,06,谷BV-2,福井県丹南農林総合事務所,2021-05-26,2021-06-12,46.24,7.45,0,0,50,2.31,0000,000000,000000000,00000,0000,0000,0000,000,312905,越前市下中津原町　地係　（谷之奥溜）,1,0,136.09109083333,35.858148888889
3293,BOREHOLE_FUKUI,18000210672004336-BED0006,,令和2年度 農村地域防災減災事業 福井第2地区（丹南地区） 業務委託第11号,61,06,横BV-2,福井県丹南農林総合事務所,2021-05-19,2021-05-28,46.62,8.08,0,0,50,1.31,0000,111101,000000000,00000,0000,0000,0000,000,312906,越前市勾当原町　地係　（横谷溜）,1,0,136.08177694444,35.862740833333
3294,BOREHOLE_FUKUI,18000210672004337-BED0005,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第12号,69,06,郷ヶ市溜B.No.2,福井県丹南農林総合事務所,2021-06-23,2021-06-24,-2.46,9.45,0,0,27,1.33,0000,111100,000000000,00000,0000,0000,0000,000,312907,福井県越前市氷坂町,1,0,136.13980944444,35.926420555556
3295,BOREHOLE_FUKUI,18000210672004337-BED0001,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第12号,69,06,山室B.No.1,福井県丹南農林総合事務所,2021-06-30,2021-07-02,0.06,10.45,0,0,50,3.1,0000,111100,000000000,00000,0000,0000,0000,000,312908,福井県越前市山室町,1,0,136.26003472222,35.921881944444
3296,BOREHOLE_FUKUI,18000210672001809-BED0001,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第3号,福井第2地区(丹南地区)業務委託第3号,99,06,B.No.1,丹南農林総合事務所,2020-09-16,2020-09-18,49.68,12.05,0,0,50,2.89,0000,111110,000000000,00000,0000,0000,0000,000,312911,丹生郡　越前町　小倉　地係,1,0,136.10422222222,36.001083333333
3297,BOREHOLE_FUKUI,18000210672004341-BED0004,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第14号,58,06,新溜BV-2,福井県　丹南農林総合事務所,2021-06-14,2021-06-14,137.11,4,0,0,17,1.15,0000,111101,000000000,00000,0000,0000,0000,000,312912,福井県丹生郡越前町小曽原　地係,1,0,136.06905666667,35.928792055556
3298,BOREHOLE_FUKUI,18000210672004341-BED0006,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第14号,58,06,鈴越BV-2,福井県　丹南農林総合事務所,2021-06-10,2021-06-11,153.97,8,0,0,50,1.5,0000,111101,000000000,00000,0000,0000,0000,000,312913,福井県丹生郡越前町織田　地係,1,0,136.04393436111,35.951530583333
3299,BOREHOLE_FUKUI,18000210672004341-BED0003,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第14号,58,06,山田BV-2,福井県　丹南農林総合事務所,2021-06-04,2021-06-04,132.86,7,0,0,35,1.6,0000,111101,000000000,00000,0000,0000,0000,000,312914,福井県丹生郡越前町織田　地係,1,0,136.05715355556,35.977584027778
3300,BOREHOLE_FUKUI,18000210672004337-BED0004,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第12号,69,06,郷ヶ市溜B.No.1,福井県丹南農林総合事務所,2021-06-11,2021-06-16,0.97,11.45,0,0,31,7.34,0000,111100,000000000,00000,0000,0000,0000,000,312915,福井県越前市氷坂町,1,0,136.13971277778,35.926394444444
3301,BOREHOLE_FUKUI,18000210672004341-BED0005,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第14号,58,06,鈴越BV-1,福井県　丹南農林総合事務所,2021-06-14,2021-06-15,158.46,9,0,0,50,1.5,0000,111101,000000000,00000,0000,0000,0000,000,312916,福井県丹生郡越前町織田　地係,1,0,136.04385186111,35.951460361111
3302,BOREHOLE_FUKUI,18000210672004341-BED0007,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第14号,58,06,(仮)桜谷新BV-1,福井県　丹南農林総合事務所,2021-06-19,2021-06-21,130.88,9,0,0,48,1.81,0000,111101,000000000,00000,0000,0000,0000,000,312917,福井県丹生郡越前町織田　地係,1,0,136.07286836111,35.975947805556
3303,BOREHOLE_FUKUI,18000210672004341-BED0008,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第14号,58,06,(仮)桜谷新BV-2,福井県　丹南農林総合事務所,2021-06-18,2021-06-18,128.88,8,0,0,50,1.21,0000,111101,000000000,00000,0000,0000,0000,000,312918,福井県丹生郡越前町織田　地係,1,0,136.07284105556,35.975936138889
3304,BOREHOLE_FUKUI,18000210672004341-BED0009,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第14号,58,06,小曽原一BV-1,福井県　丹南農林総合事務所,2021-10-26,2021-10-27,135.95,6,0,0,7,1.42,0000,111101,000000000,00000,0000,0000,0000,000,312919,福井県丹生郡越前町小曽原　地係,1,0,136.06555555556,35.923333333333
3305,BOREHOLE_FUKUI,18000210672004342-BED0001,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,83,06,八田B.No.1,福井県丹南農林総合事務所,2021-07-06,2021-07-11,-0.13,10.45,0,0,50,0.15,0000,111100,000000000,00000,0000,0000,0000,000,312920,丹生郡越前町八田,1,0,136.10944444444,35.918833333333
3306,BOREHOLE_FUKUI,18000210672004341-BED0010,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第14号,58,06,小曽原一BV-2,福井県　丹南農林総合事務所,2021-10-26,2021-10-26,134.73,5,0,0,6,0.41,0000,000000,000000000,00000,0000,0000,0000,000,312921,福井県丹生郡越前町小曽原　地係,1,0,136.06581111111,35.92335
3307,BOREHOLE_FUKUI,18000210672004342-BED0004,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,83,06,宇須尾大溜B.No.2,福井県丹南農林総合事務所,2021-07-26,2021-07-28,-2.97,9.1,0,0,50,0.9,0000,111100,000000000,00000,0000,0000,0000,000,312922,丹生郡越前町宇須尾,1,0,136.12593333333,35.933511111111
3308,BOREHOLE_FUKUI,18000210672004342-BED0002,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,83,06,八田B.No.2,福井県丹南農林総合事務所,2021-07-12,2021-07-14,-2.64,8.45,0,0,15,0.3,0000,111100,000000000,00000,0000,0000,0000,000,312923,丹生郡越前町八田,1,0,136.10944444444,35.918916666667
3309,BOREHOLE_FUKUI,18000210672004341-BED0002,,令和2年度　農村地域防災減災事業　福井第2地区(丹南地区)業務委託第14号,58,06,山田BV-1,福井県　丹南農林総合事務所,2021-06-07,2021-06-08,136.52,11,0,0,50,2,0000,111101,000000000,00000,0000,0000,0000,000,312924,福井県丹生郡越前町織田　地係,1,0,136.05712819444,35.977679583333
3310,BOREHOLE_FUKUI,18000210672004342-BED0003,令和2年度農村地域防災減災事業福井第２地区（丹南地区）業務委託第15号,令和2年度農村地域防災減災事業福井第２地区（丹南地区）業務委託第15号,83,06,宇須尾大溜B.No.1,福井県丹南農林総合事務所,2021-07-16,2021-07-21,-0.09,13,0,0,50,2,0000,111100,000000000,00000,0000,0000,0000,000,312925,丹生郡越前町宇須尾,1,0,136.12608333333,35.933444444444
3311,BOREHOLE_FUKUI,18000210672004342-BED0006,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,83,06,後谷B.No.2,福井県丹南農林総合事務所,2021-06-29,2021-07-01,-2.87,10.04,0,0,50,2.75,0000,111100,000000000,00000,0000,0000,0000,000,312926,丹生郡越前町寺,1,0,136.10958333333,35.936638888889
3312,BOREHOLE_FUKUI,18000210672004342-BED0008,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,83,06,蓮池B.No.2,福井県丹南農林総合事務所,2021-06-18,2021-06-21,1.16,7.45,0,0,28,3.4,0000,111100,000000000,00000,0000,0000,0000,000,312927,越前町宇須尾,1,0,136.12466666667,35.937388888889
3313,BOREHOLE_FUKUI,18000210672004342-BED0005,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,83,06,後谷B.No.1,福井県丹南農林総合事務所,2021-06-24,2021-06-28,0,13.04,0,0,50,6.45,0000,111100,000000000,00000,0000,0000,0000,000,312928,丹生郡越前町寺,1,0,136.1095,35.936611111111
3314,BOREHOLE_FUKUI,18000210672004342-BED0007,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,83,06,蓮池B.No.1,福井県丹南農林総合事務所,2021-06-15,2021-06-17,2.98,9.35,0,0,50,2.9,0000,111100,000000000,00000,0000,0000,0000,000,312929,越前町宇須尾,1,0,136.12469444444,35.937444444444
3315,BOREHOLE_FUKUI,18000210672004342-BED0009,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,83,06,樫津第3B.No.1,福井県丹南農林総合事務所,2021-11-19,2021-11-26,0.31,10.4,0,0,50,2.2,0000,111100,000000000,00000,0000,0000,0000,000,312930,丹生郡越前町宇須尾,1,0,136.09005555556,35.941472222222
3316,BOREHOLE_FUKUI,18000210672004342-BED0010,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第15号,83,06,樫津第3B.No.2,福井県丹南農林総合事務所,2021-11-29,2021-11-30,-2.27,8.25,0,0,50,1.9,0000,111100,000000000,00000,0000,0000,0000,000,312931,丹生郡越前町宇須尾,1,0,136.09005,35.941494444444
3317,BOREHOLE_FUKUI,18000210672004343-BED0001,,令和2年度農村地域防災減災事業福井第２地区（丹南地区）業務委託第16 号,59,06,東山溜B.No.1,福井県丹南農林総合事務所,2021-06-01,2021-06-04,39.47,12.45,0,0,50,0.35,0000,111100,000000000,00000,0000,0000,0000,000,312932,鯖江市大野町,1,0,136.23722222222,35.975
3318,BOREHOLE_FUKUI,18000210672004343-BED0002,,令和２年度　農村地域防災減災事業福井第２地区（丹南地区）　業務委託 第１６号,59,06,東山溜B.No.2,福井県　丹南農林総合事務所,2021-06-07,2021-06-09,35.99,8.45,0,0,33,2.1,0000,111100,000000000,00000,0000,0000,0000,000,312933,鯖江市大野町,1,0,136.23722222222,35.975
3319,BOREHOLE_FUKUI,18000210672100791-BED0001,,令和3年度　農村災害対策整備事業　塚町地区業務委託第2号,61,07,BNO-1,福井県丹南農林総合事務所,2021-08-30,2021-09-01,24.56,8.45,0,0,46,0.93,0000,111101,000000000,00000,0000,0000,0000,000,312934,越前市塚町、横市町,1,0,136.19510555556,35.912916666667
3320,BOREHOLE_FUKUI,18000210672100791-BED0002,,令和3年度　農村災害対策整備事業　塚町地区業務委託第2号,61,07,BNO-2,福井県丹南農林総合事務所,2021-09-03,2021-09-06,25.29,7.45,0,0,50,0.84,0000,111101,000000000,00000,0000,0000,0000,000,312935,越前市塚町、横市町,1,0,136.19403055556,35.911041666667
3321,BOREHOLE_FUKUI,18000210672101415-BED0001,,令和3年度 中山間地域総合整備事業(一般型) 南越前東部地区 業務委託第1号,58,01,R3BV-1,丹南農林総合事務所,2021-09-07,2021-09-08,70.81,8,0,0,50,2.55,0000,111101,111111100,00000,0000,0000,0000,000,312936,南条郡 南越前町 清水 地係,1,0,136.17952777778,35.841827777778
3322,BOREHOLE_FUKUI,18000210672102137-BED0001,令和3年度県単治山工事治山調査測量設計業務委託,令和3年度県単治山工事治山調査測量設計業務委託,09,13,B.No.1,福井県丹南農林総合事務所,2021-10-27,2021-10-29,59.65,10,0,0,50,0.9,0000,000000,000000000,00000,0000,0000,0000,000,312937,越前町上糸生(谷田坂) 地係,1,0,136.08731388889,35.992838888889
3323,BOREHOLE_FUKUI,18000230652003833-BED0001,河川改修工事（八幡樋門改修）地質調査業務委託02-06-06-85,河川改修工事（八幡樋門改修）地質調査業務委託02-06-06-85,08,10,BNo.1,福井県福井土木事務所,2021-03-09,2021-03-12,8.6,21.02,0,0,50,0.2,0000,111110,000000000,00000,0000,0000,0000,000,312938,福井市八幡町地係,1,0,136.14391666667,36.125833333333
3324,BOREHOLE_FUKUI,18000230652004106-BED0001,,道路改良工事地質調査業務委託02-02-02-10,01,01,R2.SD.BV-A1,福井県福井土木事務所,2021-05-13,2021-05-14,87.77,9,0,0,50,1.1,0000,000000,000000000,00000,0000,0000,0000,000,312940,福井県福井市境寺町,1,0,136.37789780556,36.000433027778
3325,BOREHOLE_FUKUI,18000230652004106-BED0005,,道路改良工事地質調査業務委託02-02-02-10,01,01,R2.SD.BV-3,福井県福井土木事務所,2021-05-15,2021-05-17,88.74,8,0,0,50,0.5,0000,000000,000000000,00000,0000,0000,0000,000,312941,福井県福井市境寺町,1,0,136.37815255556,36.000228611111
3326,BOREHOLE_FUKUI,18000230652004106-BED0003,,道路改良工事地質調査業務委託02-02-02-10,01,01,R2.SD.BV-1,福井県福井土木事務所,2021-05-25,2021-05-26,107.82,10,0,0,50,3.55,0000,000000,000000000,00000,0000,0000,0000,000,312942,福井県福井市境寺町,1,0,136.37788411111,35.999887666667
3327,BOREHOLE_FUKUI,18000230652004106-BED0007,,道路改良工事地質調査業務委託02-02-02-10,01,01,R2.SD.BV-5,福井県福井土木事務所,2021-05-10,2021-05-11,90.76,7,0,0,50,1.15,0000,000000,000000000,00000,0000,0000,0000,000,312943,福井県福井市境寺町,1,0,136.37921838889,36.000414416667
3328,BOREHOLE_FUKUI,18000230652101783-BED0001,,道路改良工事地質調査業務委託03-04-02-03,01,01,R3BV-2,福井県福井土木事務所,2021-12-06,2021-12-13,21.67,21.3,0,0,50,0.55,0000,111111,000000000,00000,0000,0000,0000,000,312945,一般国道416号福井県福井市白方町地係,1,0,136.11284444444,36.154208333333
3329,BOREHOLE_FUKUI,18000230652101783-BED0002,,道路改良工事地質調査業務委託03-04-02-03,01,01,R3BV-3,福井県福井土木事務所,2021-10-18,2021-10-25,6.6,19.2,0,0,50,1.8,0000,111111,000000000,00000,0000,0000,0000,000,312946,一般国道416号福井県福井市白方町地係,1,0,136.11309166667,36.154575
3330,BOREHOLE_FUKUI,18000230652103276-BED0002,,河川維持修繕工事調査設計業務委託,09,13,BV3-2,福井県福井土木事務所,2021-07-14,2021-07-15,173.77,10,0,0,50,10,0000,000000,000000000,00000,0000,0000,0000,000,312947,一級河川足羽川福井市蔵作町地係,1,0,136.36453236111,35.983086805556
3331,BOREHOLE_FUKUI,18000230652004106-BED0002,,道路改良工事地質調査業務委託02-02-02-10,01,01,R2.SD.BV-A2,福井県福井土木事務所,2021-05-12,2021-05-13,89.13,9,0,0,50,3.05,0000,000000,000000000,00000,0000,0000,0000,000,312948,福井県福井市境寺町,1,0,136.37821283333,36.000620972222
3332,BOREHOLE_FUKUI,18000230652004106-BED0006,,道路改良工事地質調査業務委託02-02-02-10,01,01,R2.SD.BV-4,福井県福井土木事務所,2021-05-15,2021-05-17,89.65,7,0,0,50,0.41,0000,000000,000000000,00000,0000,0000,0000,000,312949,福井県福井市境寺町,1,0,136.37902922222,36.000306555556
3333,BOREHOLE_FUKUI,18000230652103276-BED0001,,河川維持修繕工事調査設計業務委託,09,13,BV3-1,福井県福井土木事務所,2021-07-01,2021-07-11,233.16,13,0,0,50,2.7,0000,000000,000000000,00000,0000,0000,0000,000,312950,一級河川足羽川福井市蔵作町地係,1,0,136.36457972222,35.982275611111
3334,BOREHOLE_FUKUI,18000230652103353-BED0001,,道路維持工事調査・設計業務委託,01,13,BV-1,福井県福井土木事務所,2021-10-19,2021-10-21,413,13,0,0,50,8.2,0000,000000,000000000,00000,0000,0000,0000,000,312951,一般国道476号福井市南西俣地係,1,0,136.44885,35.973694444444
3335,BOREHOLE_FUKUI,18000230652103276-BED0003,,河川維持修繕工事調査設計業務委託,09,13,BV3-3,福井県福井土木事務所,2021-07-24,2021-07-27,192.45,13,0,0,50,1,0000,000000,000000000,00000,0000,0000,0000,000,312952,一級河川足羽川福井市蔵作町地係,1,0,136.36451158333,35.982805
3336,BOREHOLE_FUKUI,18000230652103539-BED0001,,道路維持工事 測量設計業務委託 \n03-04-123-02,01,01,B-1,福井県福井土木事務所,2021-09-10,2021-09-13,41.31,10.13,0,0,50,2.22,0000,000000,000000000,00000,0000,0000,0000,000,312953,福井県福井市国山町,1,0,136.028984707775,36.0614892074195
3337,BOREHOLE_FUKUI,18000230752003837-BED0001,,道路改良工事　地質調査業務委託　02-02-0725,01,01,R2 B-5,福井県三国土木事務所,2021-03-19,2021-03-19,6.34,20,0,0,13,2.54,0000,111101,000000000,00000,0000,0000,0000,000,312954,福井県坂井市丸岡町舟寄　地係,1,0,136.23755669444,36.145906388889
3338,BOREHOLE_FUKUI,18000230752003838-BED0001,,道路改良工事　地質調査業務　02-02-0726,01,05,R2B-7,福井県三国土木事務所,2021-03-23,2021-03-24,6.7,29.3,0,0,50,1.4,0000,111101,000000000,00000,0000,0000,0000,000,312955,"福井県坂井市丸岡町舟寄（3-NO.210+8.0,CL）",1,0,136.23987377778,36.143584666667
3339,BOREHOLE_FUKUI,18000230752003837-BED0002,,道路改良工事　地質調査業務委託　02-02-0725,01,01,R2 B-6,福井県三国土木事務所,2021-03-15,2021-03-16,5.54,30,0,0,50,1.88,0000,111101,000000000,00000,0000,0000,0000,000,312956,福井県坂井市丸岡町舟寄　地係,1,0,136.23760363889,36.145059388889
3340,BOREHOLE_FUKUI,18000230752003838-BED0002,,道路改良工事　地質調査業務　02-02-0726,01,05,R2B-8,福井県三国土木事務所,2021-03-11,2021-03-13,6.78,29.07,0,0,50,0.49,0000,111101,000000000,00000,0000,0000,0000,000,312957,"福井県坂井市丸岡町舟寄（3-NO.213+6.5,CL）",1,0,136.24052372222,36.143593361111
3341,BOREHOLE_FUKUI,18000230752003838-BED0003,,道路改良工事　地質調査業務　02-02-0726,01,05,R2B-9,福井県三国土木事務所,2021-03-29,2021-03-31,6.91,29.21,0,0,50,1.22,0000,111101,000000000,00000,0000,0000,0000,000,312958,"福井県坂井市丸岡町舟寄（3-NO.216+5.0,CL）",1,0,136.24116947222,36.143603388889
3342,BOREHOLE_FUKUI,18000230752003839-BED0002,福井港丸岡インター連絡道路(I期区間),道路改良工事 地質調査業務 02-02-0727,01,05,R2B-11,福井県　三国土木事務所,2021-04-05,2021-04-09,7.2,28.06,0,0,50,2.14,0000,111100,111011100,00000,0000,0000,0000,000,312959,"福井県 坂井市 丸岡町 舟寄地係（A1橋台 No.237+9,CL）",1,0,136.24585833333,36.143533333333
3343,BOREHOLE_FUKUI,18000230752003838-BED0004,,道路改良工事　地質調査業務　02-02-0726,01,05,R2B-14,福井県三国土木事務所,2021-03-05,2021-03-09,5.91,30.14,0,0,50,0.22,0000,111101,000000000,00000,0000,0000,0000,000,312960,"福井県坂井市丸岡町舟寄（3-NO.201+10.0,CL）",1,0,136.2381165,36.144202083333
3344,BOREHOLE_FUKUI,18000230752003839-BED0001,福井港丸岡インター連絡道路(I期区間),道路改良工事 地質調査業務 02-02-0727,01,05,R2B-10,福井県　三国土木事務所,2021-03-31,2021-04-05,6.92,28.16,0,0,50,2.03,0000,111100,000000000,11111,0000,0000,0000,000,312961,"福井県 坂井市 丸岡町 舟寄地係（アンダーセンター部 No.229+5,L5）",1,0,136.24407777778,36.143616666667
3345,BOREHOLE_FUKUI,18000230752003839-BED0003,福井港丸岡インター連絡道路(I期区間),道路改良工事 地質調査業務 02-02-0727,01,05,R2B-12,福井県　三国土木事務所,2021-04-10,2021-04-16,8.17,28.12,0,0,50,0.81,0000,111100,111011100,00000,0000,0000,0000,000,312962,"福井県 坂井市 丸岡町 舟寄地係（P2橋脚 No.239+18.5,R4）",1,0,136.24643333333,36.143430555556
3346,BOREHOLE_FUKUI,18000230752100233-BED0002,,道路改良工事　地質調査業務委託　03-02-0702,01,01,R2B-16,福井県三国土木事務所,2021-07-12,2021-07-15,6.01,28,0,0,-9999,1.65,0000,111100,000000000,00000,0000,0000,0000,000,312963,坂井市　丸岡町舟寄　地係,1,0,136.23669444444,36.148388888889
3347,BOREHOLE_FUKUI,18000230752100233-BED0003,,道路改良工事　地質調査業務委託　03-02-0702,01,01,R2B-17,福井県三国土木事務所,2021-07-14,2021-07-19,6.26,27,0,0,-9999,0.09,0000,111100,000000000,00000,0000,0000,0000,000,312964,坂井市　丸岡町舟寄　地係,1,0,136.23836111111,36.146444444444
3348,BOREHOLE_FUKUI,18000230752100233-BED0001,,道路改良工事　地質調査業務委託　03-02-0702,01,01,R2B-15,福井県三国土木事務所,2021-07-06,2021-07-09,6.35,27,0,0,-9999,2,0000,111100,000000000,00000,0000,0000,0000,000,312965,坂井市　丸岡町舟寄　地係,1,0,136.23833333333,36.148388888889
3349,BOREHOLE_FUKUI,18000230752101687-BED0001,,堰堤改良工事(永平寺ダム改修)測量・地質調査・設計業務委託02-07-0013,09,01,BV-1,福井県三国土木事務所,2021-11-02,2021-11-04,277.65,8,0,0,50,1.25,0000,000000,000000000,00000,0000,0000,0000,000,312966,永平寺ダム吉田郡永平寺町志比,1,0,136.36308333333,36.049083333333
3350,BOREHOLE_FUKUI,18000230752100233-BED0004,,道路改良工事　地質調査業務委託　03-02-0702,01,01,R2B-18,福井県三国土木事務所,2021-07-16,2021-07-21,6.06,27,0,0,-9999,1.95,0000,111100,000000000,00000,0000,0000,0000,000,312967,坂井市　丸岡町舟寄　地係,1,0,136.23672222222,36.146444444444
3351,BOREHOLE_FUKUI,18000230752101687-BED0002,,堰堤改良工事(永平寺ダム改修)測量・地質調査・設計業務委託02-07-0013,09,01,BV-2,福井県三国土木事務所,2021-10-30,2021-11-01,277.52,8,0,0,50,4.6,0000,000000,000000000,00000,0000,0000,0000,000,312968,永平寺ダム吉田郡永平寺町志比,1,0,136.36316666667,36.049
3352,BOREHOLE_FUKUI,18000230752102880-BED0001,,砂防工事　地質調査業務委託03-04-4902,09,06,R3.BV-1(堰堤天端),福井県三国土木事務所,2021-12-16,2021-12-24,74.99,15,0,0,50,-99.99,0000,000000,000000000,00000,0000,0000,0000,000,312969,福井県あわら市清滝 地係,1,0,136.30202152778,36.205264
3353,BOREHOLE_FUKUI,BED10418000011222,小規模河川改修工事地質調査,稲荷,18,21,稲荷9-3-(ⅱ)-A,福井県今立土木事務所,1991-10-17,1991-11-15,262.94,5.3,0,0,60,3.25,0000,111100,000000000,00000,0000,0000,0000,000,309451,,1,0,136.36236111111,35.865703138889
3354,BOREHOLE_FUKUI,18000230752102880-BED0004,,砂防工事　地質調査業務委託03-04-4902,09,06,R3.BV-4(右岸袖部),福井県三国土木事務所,2021-12-16,2021-12-24,72.35,8,0,0,50,2.92,0000,000000,000000000,00000,0000,0000,0000,000,312970,福井県あわら市清滝 地係,1,0,136.30192027778,36.205360777778
3355,BOREHOLE_FUKUI,18000230752102880-BED0003,,砂防工事　地質調査業務委託03-04-4902,09,06,R3.BV-3(垂直壁),福井県三国土木事務所,2021-12-16,2021-12-24,67.2,6,0,0,50,0.52,0000,000000,000000000,00000,0000,0000,0000,000,312971,福井県あわら市清滝 地係,1,0,136.30189752778,36.205202361111
3356,BOREHOLE_FUKUI,18000230812000659-BED0001,,道路防災対策工事地質測量業務委託02-04-7202,01,12,BV-1,福井県奥越土木事務所,2020-06-05,2021-03-25,-1.48,15,0,0,50,15,0000,000000,000000000,00000,0000,0000,0000,000,312972,一般国道157号勝山市北谷町木根橋,1,0,136.57605555556,36.106861111111
3357,BOREHOLE_FUKUI,18000230752102880-BED0002,,砂防工事　地質調査業務委託03-04-4902,09,06,R3.BV-2(左岸袖部),福井県三国土木事務所,2021-12-16,2021-12-24,72.8,7,0,0,50,1.82,0000,000000,000000000,00000,0000,0000,0000,000,312973,福井県あわら市清滝 地係,1,0,136.30208877778,36.205059027778
3358,BOREHOLE_FUKUI,18000230812000659-BED0002,,道路防災対策工事地質測量業務委託02-04-7202,01,12,BV-2,福井県奥越土木事務所,2020-06-05,2021-03-25,6.17,13,0,0,33,13,0000,000000,000000000,00000,0000,0000,0000,000,312974,一般国道157号勝山市北谷町木根橋,1,0,136.57558333333,36.10725
3359,BOREHOLE_FUKUI,18000230961900820-BED0001,,道路防災対策工事 調査・設計業務委託30-3,01,13,BNo.1,福井県丹南土木事務所,2019-07-05,2019-11-07,51.08,25,0,0,50,1.91,0000,000000,000000000,00000,0000,0000,0000,000,312975,一般国道305号 南条郡 南越前町 今泉,1,0,136.06231030556,35.829913138889
3360,BOREHOLE_FUKUI,18000230962002512-BED0002,,河川改修工事　地質調査業務委託　2-2-104,01,01,BV-6,福井県土木部　丹南土木事務所,2020-11-20,2020-11-23,23.21,25,0,0,50,2.7,0000,111101,000000000,00000,0000,0000,0000,000,312976,福井県越前市東庄境町　地係,1,0,136.24935383333,35.93792025
3361,BOREHOLE_FUKUI,18000230961904847-BED0001,,総合流域防災工事(防災・安全交付金)(補正)測量・調査・設計業務委託 国土強靭化1-2,08,21,R2-Bv1,丹南土木事務所,2020-06-17,2020-06-20,14.75,12,0,0,50,5.1,0000,111110,000000000,11111,0000,0000,0000,000,312977,福井県鯖江市下河端町地係,1,0,136.20266666667,35.967138888889
3362,BOREHOLE_FUKUI,18000230962004566-BED0001,河川改修工事　地質調査業務委託２－１０－１２５,河川改修工事　地質調査業務委託２－１０－１２５,08,05,BV-7,福井県丹南土木事務所,2021-06-04,2021-06-16,22.9,47.02,0,0,50,0.5,0000,111100,111011100,11111,0000,0000,0000,000,312978,１級河川服部川　越前市東庄境町地係,1,0,136.25111666667,35.93795
3363,BOREHOLE_FUKUI,18000230961904819-BED0001,,総合流域防災工事（防災・安全交付金）（補正）調査・設計業務委託 国土強靭化1-1,08,21,R2-BNo.1,丹南土木事務所,2020-06-13,2020-06-15,15.59,10,0,0,39,3.6,0000,111110,000000000,00000,0000,0000,0000,000,312979,鯖江市吉谷町地係,1,0,136.22,35.964055555556
3364,BOREHOLE_FUKUI,18000230962002512-BED0001,,河川改修工事　地質調査業務委託　2-2-104,01,01,BV-5,福井県土木部　丹南土木事務所,2020-11-17,2020-11-19,23.52,22,0,0,50,2.5,0000,111101,000000000,00000,0000,0000,0000,000,312980,福井県越前市東庄境町　地係,1,0,136.24933172222,35.938064777778
